Timestamp,Uk
2025-03-14 10:00:00,0
2025-03-25 17:00:00,50
2025-03-31 12:30:00,100
2025-04-07 11:20:00,0
2025-04-07 15:30:00,100
2025-04-11 10:00:00,86
2025-04-14 17:20:00,100
2025-04-24 10:00:00,120
2025-04-27 14:00:00,90
2025-05-04 19:45:00,125
2025-05-07 11:30:00,40
2025-05-08 10:30:00,100
2025-05-28 10:30:00,100
2025-05-28 10:30:00,100
2025-06-01 10:30:00,103
2025-06-04 10:30:00,105.5
2025-06-07 10:30:00,108
2025-06-11 10:30:00,111
