Timestamp,on_sec,off_sec,tot_on_periods,rounded_dosage
2025-03-25 17:00:00,15,10785,2,53
2025-03-31 12:30:00,15,5385,4,106
2025-04-07 11:20:00,0,1,0,0
2025-04-07 15:30:00,15,5385,4,106
2025-04-14 17:45:00,20,5380,4,104
2025-04-27 14:00:00,17,5389,4,97
2025-05-04 19:45:00,21,5376,4,98.56
2025-05-07 11:30:00,19,5377,4,101.3
