Timestamp,life_counter,H2S,H2,O2,CH4,CO2,level bag,counter,counter_
2025-05-07 00:00:00,6105,358,2324,10,566,420,4056,0,25550
2025-05-07 00:05:00,6378,358,2324,10,566,420,4088,0,25582
2025-05-07 00:10:00,6652,358,2324,10,566,420,4124,0,25618
2025-05-07 00:15:00,6925,358,2324,10,566,420,4176,0,25670
2025-05-07 00:20:00,7198,358,2324,10,566,420,4250,0,25744
2025-05-07 00:25:00,7471,358,2324,10,566,420,4296,0,25790
2025-05-07 00:30:00,7743,358,2324,10,566,420,4338,0,25832
2025-05-07 00:35:00,8016,358,2324,10,566,420,4383,0,25877
2025-05-07 00:40:00,8289,358,2324,10,566,420,4422,0,25916
2025-05-07 00:45:00,8561,358,2324,10,566,420,4461,0,25958
2025-05-07 00:50:00,8836,307,2173,25,579,407,4461,0,25997
2025-05-07 00:55:00,9109,307,2173,25,579,407,16,0,26036
2025-05-07 01:00:00,9382,307,2173,25,579,407,55,0,26075
2025-05-07 01:05:00,9656,307,2173,25,579,407,90,0,26111
2025-05-07 01:10:00,9930,307,2173,25,579,407,129,0,26149
2025-05-07 01:15:00,10203,307,2173,25,579,407,165,0,26185
2025-05-07 01:20:00,10477,307,2173,25,579,407,200,0,26221
2025-05-07 01:25:00,10750,307,2173,25,579,407,236,0,26256
2025-05-07 01:30:00,11023,307,2173,25,579,407,268,0,26289
2025-05-07 01:35:00,11298,307,2173,25,579,407,301,0,26321
2025-05-07 01:40:00,11572,307,2173,25,579,407,336,0,26357
2025-05-07 01:45:00,11845,307,2173,25,579,407,385,0,26405
2025-05-07 01:50:00,12118,307,2173,25,579,407,456,0,26477
2025-05-07 01:55:00,12392,307,2173,25,579,407,498,0,26519
2025-05-07 02:00:00,12665,307,2173,25,579,407,541,0,26561
2025-05-07 02:05:00,12938,307,2173,25,579,407,583,0,26603
2025-05-07 02:10:00,13212,307,2173,25,579,407,622,0,26642
2025-05-07 02:15:00,13486,307,2173,25,579,407,660,0,26681
2025-05-07 02:20:00,13760,307,2173,25,579,407,696,0,26716
2025-05-07 02:25:00,14033,307,2173,25,579,407,732,0,26752
2025-05-07 02:30:00,14309,307,2173,25,579,407,771,0,26791
2025-05-07 02:35:00,14584,307,2173,25,579,407,806,0,26827
2025-05-07 02:40:00,14856,307,2173,25,579,407,842,0,26862
2025-05-07 02:45:00,15129,307,2173,25,579,407,878,0,26898
2025-05-07 02:50:00,15404,307,2173,25,579,407,910,0,26930
2025-05-07 02:55:00,15678,307,2173,25,579,407,946,0,26966
2025-05-07 03:00:00,15952,307,2173,25,579,407,978,0,26998
2025-05-07 03:05:00,16226,307,2173,25,579,407,1010,0,27031
2025-05-07 03:10:00,16500,307,2173,25,579,407,1043,0,27063
2025-05-07 03:15:00,16774,307,2173,25,579,407,1091,0,27112
2025-05-07 03:20:00,17048,307,2173,25,579,407,1166,0,27186
2025-05-07 03:25:00,17320,307,2173,25,579,407,1208,0,27228
2025-05-07 03:30:00,17593,307,2173,25,579,407,1247,0,27267
2025-05-07 03:35:00,17867,307,2173,25,579,407,1289,0,27309
2025-05-07 03:40:00,18140,307,2173,25,579,407,1325,0,27345
2025-05-07 03:45:00,18414,307,2173,25,579,407,1364,0,27384
2025-05-07 03:50:00,18688,307,2173,25,579,407,1402,0,27423
2025-05-07 03:55:00,18962,307,2173,25,579,407,1435,0,27455
2025-05-07 04:00:00,19235,307,2173,25,579,407,1474,0,27494
2025-05-07 04:05:00,19509,307,2173,25,579,407,1506,0,27526
2025-05-07 04:10:00,19783,307,2173,25,579,407,1539,0,27559
2025-05-07 04:15:00,20056,307,2173,25,579,407,1574,0,27595
2025-05-07 04:20:00,20330,307,2173,25,579,407,1607,0,27627
